X,Y,Z
-19.200000000000003,0.0,0
-17.6,2.7712812921102037,0
-16.0,5.542562584220407,0
-14.4,8.313843876330612,0
-12.8,11.085125168440815,0
-11.200000000000001,13.856406460551018,0
-9.600000000000001,16.627687752661224,0
-17.6,-2.7712812921102037,0
-16.0,0.0,0
-14.4,2.7712812921102037,0
-12.8,5.542562584220407,0
-11.200000000000001,8.313843876330612,0
-9.600000000000001,11.085125168440815,0
-8.0,13.856406460551018,0
-6.4,16.627687752661224,0
-16.0,-5.542562584220407,0
-14.4,-2.7712812921102037,0
-12.8,0.0,0
-11.200000000000001,2.7712812921102037,0
-9.600000000000001,5.542562584220407,0
-8.0,8.313843876330612,0
-6.4,11.085125168440815,0
-4.800000000000001,13.856406460551018,0
-3.2,16.627687752661224,0
-14.4,-8.313843876330612,0
-12.8,-5.542562584220407,0
-11.200000000000001,-2.7712812921102037,0
-9.600000000000001,0.0,0
-8.0,2.7712812921102037,0
-6.4,5.542562584220407,0
-4.800000000000001,8.313843876330612,0
-3.2,11.085125168440815,0
-1.6,13.856406460551018,0
0.0,16.627687752661224,0
-12.8,-11.085125168440815,0
-11.200000000000001,-8.313843876330612,0
-9.600000000000001,-5.542562584220407,0
-8.0,-2.7712812921102037,0
-6.4,0.0,0
-4.800000000000001,2.7712812921102037,0
-3.2,5.542562584220407,0
-1.6,8.313843876330612,0
0.0,11.085125168440815,0
1.6,13.856406460551018,0
3.2,16.627687752661224,0
-11.200000000000001,-13.856406460551018,0
-9.600000000000001,-11.085125168440815,0
-8.0,-8.313843876330612,0
-6.4,-5.542562584220407,0
-4.800000000000001,-2.7712812921102037,0
-3.2,0.0,0
-1.6,2.7712812921102037,0
0.0,5.542562584220407,0
1.6,8.313843876330612,0
3.2,11.085125168440815,0
4.800000000000001,13.856406460551018,0
6.4,16.627687752661224,0
-9.600000000000001,-16.627687752661224,0
-8.0,-13.856406460551018,0
-6.4,-11.085125168440815,0
-4.800000000000001,-8.313843876330612,0
-3.2,-5.542562584220407,0
-1.6,-2.7712812921102037,0
0.0,0.0,0
1.6,2.7712812921102037,0
3.2,5.542562584220407,0
4.800000000000001,8.313843876330612,0
6.4,11.085125168440815,0
8.0,13.856406460551018,0
9.600000000000001,16.627687752661224,0
-6.4,-16.627687752661224,0
-4.800000000000001,-13.856406460551018,0
-3.2,-11.085125168440815,0
-1.6,-8.313843876330612,0
0.0,-5.542562584220407,0
1.6,-2.7712812921102037,0
3.2,0.0,0
4.800000000000001,2.7712812921102037,0
6.4,5.542562584220407,0
8.0,8.313843876330612,0
9.600000000000001,11.085125168440815,0
11.200000000000001,13.856406460551018,0
-3.2,-16.627687752661224,0
-1.6,-13.856406460551018,0
0.0,-11.085125168440815,0
1.6,-8.313843876330612,0
3.2,-5.542562584220407,0
4.800000000000001,-2.7712812921102037,0
6.4,0.0,0
8.0,2.7712812921102037,0
9.600000000000001,5.542562584220407,0
11.200000000000001,8.313843876330612,0
12.8,11.085125168440815,0
0.0,-16.627687752661224,0
1.6,-13.856406460551018,0
3.2,-11.085125168440815,0
4.800000000000001,-8.313843876330612,0
6.4,-5.542562584220407,0
8.0,-2.7712812921102037,0
9.600000000000001,0.0,0
11.200000000000001,2.7712812921102037,0
12.8,5.542562584220407,0
14.4,8.313843876330612,0
3.2,-16.627687752661224,0
4.800000000000001,-13.856406460551018,0
6.4,-11.085125168440815,0
8.0,-8.313843876330612,0
9.600000000000001,-5.542562584220407,0
11.200000000000001,-2.7712812921102037,0
12.8,0.0,0
14.4,2.7712812921102037,0
16.0,5.542562584220407,0
6.4,-16.627687752661224,0
8.0,-13.856406460551018,0
9.600000000000001,-11.085125168440815,0
11.200000000000001,-8.313843876330612,0
12.8,-5.542562584220407,0
14.4,-2.7712812921102037,0
16.0,0.0,0
17.6,2.7712812921102037,0
9.600000000000001,-16.627687752661224,0
11.200000000000001,-13.856406460551018,0
12.8,-11.085125168440815,0
14.4,-8.313843876330612,0
16.0,-5.542562584220407,0
17.6,-2.7712812921102037,0
19.200000000000003,0.0,0
-18.963616139426648,-3.0035417287724333,5
-17.816838700881686,-0.01608436398138746,5
-16.670061262336723,2.9713730008096584,5
-15.523283823791763,5.958830365600706,5
-14.376506385246802,8.946287730391749,5
-13.229728946701842,11.933745095182795,5
-12.082951508156881,14.921202459973845,5
-16.949790888067167,-5.49040880543474,5
-15.803013449522204,-2.502951440643694,5
-14.656236010977244,0.4845059241473515,5
-13.509458572432283,3.471963288938397,5
-12.362681133887323,6.4594206537294445,5
-11.215903695342362,9.446878018520488,5
-10.0691262567974,12.434335383311533,5
-8.92234881825244,15.421792748102584,5
-14.935965636707685,-7.977275882097047,5
-13.789188198162725,-4.989818517306,5
-12.642410759617764,-2.0023611525149554,5
-11.495633321072804,0.9850962122760902,5
-10.348855882527843,3.972553577067136,5
-9.20207844398288,6.960010941858184,5
-8.05530100543792,9.947468306649228,5
-6.90852356689296,12.934925671440272,5
-5.761746128347998,15.922383036231322,5
-12.922140385348206,-10.464142958759355,5
-11.775362946803245,-7.476685593968307,5
-10.628585508258285,-4.489228229177262,5
-9.481808069713324,-1.5017708643862167,5
-8.335030631168362,1.4856865004048292,5
-7.188253192623401,4.473143865195874,5
-6.041475754078441,7.460601229986922,5
-4.8946983155334784,10.448058594777965,5
-3.747920876988518,13.435515959569011,5
-2.601143438443557,16.42297332436006,5
-10.908315133988726,-12.95101003542166,5
-9.761537695443765,-9.963552670630616,5
-8.614760256898805,-6.976095305839569,5
-7.467982818353843,-3.9886379410485233,5
-6.321205379808882,-1.0011805762574777,5
-5.174427941263922,1.986276788533568,5
-4.02765050271896,4.973734153324614,5
-2.880873064173999,7.961191518115661,5
-1.7340956256290379,10.948648882906705,5
-0.5873181870840769,13.936106247697749,5
0.559459251460884,16.9235636124888,5
-8.894489882629246,-15.437877112083966,5
-7.747712444084286,-12.450419747292921,5
-6.600935005539323,-9.462962382501878,5
-5.454157566994363,-6.47550501771083,5
-4.307380128449402,-3.4880476529197844,5
-3.160602689904441,-0.5005902881287388,5
